reaction	linear_coefficient
EX_tartr__L_e	[0.6163645538090758]
EX_taur_e	[0.6163645538090758]
EX_tcynt_e	[0.6163645538090758]
EX_idon__L_e	[0.6163645538090758]
EX_thm_e	[0.6163645538090758]
EX_thr__L_e	[0.6163645538090758]
EX_ile__L_e	[0.6163645538090758]
EX_thrp_e	[0.6163645538090758]
EX_thym_e	[0.6163645538090758]
EX_imp_e	[0.6163645538090758]
EX_thymd_e	[0.6163645538090758]
EX_indole_e	[0.6163645538090758]
EX_tma_e	[0.6163645538090758]
EX_tmao_e	[0.6163645538090758]
EX_tre_e	[0.6163645538090758]
EX_inost_e	[0.6163645538090758]
EX_trp__L_e	[0.6163645538090758]
EX_tsul_e	[0.6163645538090758]
EX_ins_e	[0.6163645538090758]
EX_ttdca_e	[0.6163645538090758]
EX_ttdcea_e	[0.6163645538090758]
EX_isetac_e	[0.6163645538090758]
EX_tungs_e	[0.6163645538090758]
EX_tym_e	[0.6163645538090758]
EX_tyr__L_e	[0.6163645538090758]
EX_tyrp_e	[0.6163645538090758]
EX_uacgam_e	[0.6163645538090758]
EX_udpacgal_e	[0.6163645538090758]
EX_k_e	[0.6163645538090758]
EX_udpg_e	[0.6163645538090758]
EX_udpgal_e	[0.6163645538090758]
EX_kdo2lipid4_e	[0.6163645538090758]
EX_udpglcur_e	[0.6163645538090758]
EX_ump_e	[0.6163645538090758]
EX_lac__D_e	[0.6163645538090758]
EX_ura_e	[0.6163645538090758]
EX_urea_e	[0.6163645538090758]
EX_lac__L_e	[0.6163645538090758]
EX_uri_e	[0.6163645538090758]
EX_val__L_e	[0.6163645538090758]
EX_lcts_e	[0.6163645538090758]
EX_xan_e	[0.6163645538090758]
EX_xmp_e	[0.6163645538090758]
EX_xtsn_e	[0.6163645538090758]
EX_leu__L_e	[0.6163645538090758]
EX_xyl__D_e	[0.6163645538090758]
EX_xylu__L_e	[0.6163645538090758]
EX_lipa_e	[0.6163645538090758]
EX_zn2_e	[0.6163645538090758]
EX_lipa_cold_e	[0.6163645538090758]
BIOMASS_	[0.6163645538090758, 0.002600040275321409]
EX_lys__L_e	[0.6163645538090758]
SK_dna_c	[0.6163645538090758]
EX_lyx__L_e	[0.6163645538090758]
SK_dna5mtc_c	[0.6163645538090758]
EX_mal__D_e	[0.6163645538090758]
EX_mal__L_e	[0.6163645538090758]
EX_malt_e	[0.6163645538090758]
EX_malthx_e	[0.6163645538090758]
EX_maltpt_e	[0.6163645538090758]
EX_malttr_e	[0.6163645538090758]
EX_maltttr_e	[0.6163645538090758]
EX_man_e	[0.6163645538090758]
EX_man6p_e	[0.6163645538090758]
EX_manglyc_e	[0.6163645538090758]
EX_melib_e	[0.6163645538090758]
EX_met__D_e	[0.6163645538090758]
EX_met__L_e	[0.6163645538090758]
EX_metsox_R__L_e	[0.6163645538090758]
EX_metsox_S__L_e	[0.6163645538090758]
EX_mg2_e	[0.6163645538090758]
EX_mmet_e	[0.6163645538090758]
EX_mn2_e	[0.6163645538090758]
EX_mnl_e	[0.6163645538090758]
EX_mobd_e	[0.6163645538090758]
EX_mso3_e	[0.6163645538090758]
EX_n2o_e	[0.6163645538090758]
EX_na1_e	[0.6163645538090758]
EX_nac_e	[0.6163645538090758]
EX_nh4_e	[0.6163645538090758]
EX_ni2_e	[0.6163645538090758]
EX_nmn_e	[0.6163645538090758]
EX_no_e	[0.6163645538090758]
EX_no2_e	[0.6163645538090758]
EX_no3_e	[0.6163645538090758]
EX_o2_e	[0.6163645538090758]
EX_o2s_e	[0.6163645538090758]
EX_ocdca_e	[0.6163645538090758]
EX_ocdcea_e	[0.6163645538090758]
EX_octa_e	[0.6163645538090758]
EX_orn_e	[0.6163645538090758]
EX_orot_e	[0.6163645538090758]
EX_pacald_e	[0.6163645538090758]
EX_peamn_e	[0.6163645538090758]
EX_phe__L_e	[0.6163645538090758]
EX_pheme_e	[0.6163645538090758]
